Hour,Tx10,RHx10
25659,200,346
25660,200,343
25661,200,340
25662,200,335
25663,200,331
25664,200,329
25665,200,327
25666,200,324
25667,200,320
25668,200,320
25669,200,317
25670,200,316
25671,200,313
25672,200,311
25673,200,307
25674,200,306
25675,200,304
25676,200,301
25677,200,300
25678,200,297
25679,200,296
25680,200,294
25681,200,292
25682,200,287
25683,200,282
25684,200,279
25685,200,284
25686,200,282
25687,200,281
25688,200,283
25689,200,285
25690,200,287
25691,200,291
25692,200,294
25693,200,297
25694,200,299
25695,200,302
25696,200,304
25697,200,306
25698,200,309
25699,200,311
25700,200,314
25701,200,318
25702,200,319
25703,200,323
25704,200,326
25705,200,328
25706,200,333
25707,200,336
25708,200,339
25709,200,341
25710,200,346
25711,200,349
25712,200,352
25713,200,355
25714,200,359
25715,200,360
25716,200,365
25717,200,368
25718,200,371
25719,200,374
25720,200,378
25721,200,379
25722,200,384
25723,200,388
25724,200,389
25725,200,394
25726,200,396
25727,200,398
25728,200,402
25729,200,405
25730,200,409
25731,200,413
25732,200,416
25733,200,420
25734,200,424
25735,200,427
25736,200,428
25737,200,430
25738,200,432
25739,200,431
25740,200,432
25741,200,434
25742,200,434
25743,200,432
25744,200,432
25745,200,432
25746,200,435
25747,200,434
25748,200,434
25749,200,433
25750,200,435
25751,200,433
25752,200,437
25753,200,436
25754,200,436
25755,200,437
25756,200,436
25757,200,436
25758,200,432
25759,200,436
25760,200,430
25761,200,435
25762,200,435
25763,200,431
25764,200,434
25765,200,432
25766,200,433
25767,200,431
25768,200,428
25769,200,426
25770,200,427
25771,200,427
25772,200,425
25773,200,424
25774,200,425
25775,200,422
25776,200,421
25777,200,420
25778,200,421
25779,200,418
25780,200,413
25781,200,418
25782,200,418
25783,200,417
25784,200,421
25785,200,423
25786,200,430
25787,200,436
25788,200,438
25789,200,442
25790,200,445
25791,200,451
25792,200,455
25793,200,462
25794,200,466
25795,200,469
25796,200,475
25797,200,478
25798,200,485
25799,200,490
25800,200,495
25801,200,498
25802,200,504
25803,200,508
25804,200,518
25805,200,520
25806,200,524
25807,200,528
25808,200,528
25809,200,529
25810,200,524
25811,200,522
25812,200,524
25813,200,521
25814,200,523
25815,200,519
25816,200,518
25817,200,522
25818,200,518
25819,200,519
25820,200,518
25821,200,518
25822,200,513
25823,200,513
25824,200,509
25825,200,509
25826,200,509
25827,200,507
25828,200,505
25829,200,502
25830,200,503
25831,200,500
25832,200,499
25833,200,501
25834,200,502
25835,200,500
25836,200,505
25837,200,504
25838,200,504
25839,200,500
25840,200,502
25841,200,500
25842,200,500
25843,200,498
25844,200,498
25845,200,501
25846,200,499
25847,200,500
25848,200,499
25849,200,498
25850,200,498
25851,200,499
25852,200,499
25853,200,498
25854,200,498
25855,200,499
25856,200,495
25857,200,492
25858,200,492
25859,200,487
25860,200,486
25861,200,486
25862,200,483
25863,200,481
25864,200,478
25865,200,474
25866,200,472
25867,200,468
25868,200,467
25869,200,464
25870,200,460
25871,200,459
25872,200,443
25873,200,452
25874,200,454
25875,200,441
25876,200,443
25877,200,448
25878,200,446
25879,200,447
25880,200,444
25881,200,441
25882,200,441
25883,200,438
25884,200,439
25885,200,437
25886,200,435
25887,200,437
25888,200,434
25889,200,432
25890,200,429
25891,200,429
25892,200,427
25893,200,426
25894,200,426
25895,200,423
25896,200,422
25897,200,422
25898,200,420
25899,200,418
25900,200,419
25901,200,411
25902,200,413
25903,200,415
25904,200,413
25905,200,414
25906,200,415
25907,200,415
25908,200,415
25909,200,414
25910,200,414
25911,200,416
25912,200,416
25913,200,415
25914,200,411
25915,200,413
25916,200,417
25917,200,417
25918,200,416
25919,200,409
25920,200,415
25921,200,418
25922,200,416
25923,200,413
25924,200,411
25925,200,416
25926,200,417
25927,200,417
25928,200,416
25929,200,413
25930,200,415
25931,200,418
25932,200,418
25933,200,418
25934,200,417
25935,200,417
25936,200,418
25937,200,415
25938,200,417
25939,200,415
25940,200,416
25941,200,416
25942,200,417
25943,200,413
25944,200,413
25945,200,413
25946,200,414
25947,200,413
25948,200,414
25949,200,412
25950,200,410
25951,200,412
25952,200,413
25953,200,413
25954,200,416
25955,200,416
25956,200,421
25957,200,421
25958,200,423
25959,200,424
25960,200,423
25961,200,425
25962,200,423
25963,200,425
25964,200,427
25965,200,426
25966,200,427
25967,200,429
25968,200,429
25969,200,430
25970,200,429
25971,200,430
25972,200,434
25973,200,434
25974,200,434
25975,200,437
25976,200,434
25977,200,433
25978,200,431
25979,200,429
25980,200,427
25981,200,427
25982,200,425
25983,200,421
25984,200,420
25985,200,415
25986,200,412
25987,200,408
25988,200,405
25989,200,402
25990,200,399
25991,200,399
25992,200,395
25993,200,397
25994,200,394
25995,200,391
25996,200,390
25997,200,385
25998,200,385
25999,200,384
26000,200,383
26001,200,380
26002,200,382
26003,200,382
26004,200,381
26005,200,380
26006,200,382
26007,200,380
26008,200,379
26009,200,377
26010,200,377
26011,200,372
26012,200,372
26013,200,374
26014,200,371
26015,200,372
26016,200,370
26017,200,370
26018,200,369
26019,200,368
26020,200,367
26021,200,367
26022,200,367
26023,200,366
26024,200,368
26025,200,369
26026,200,372
26027,200,375
26028,200,378
26029,200,382
26030,200,382
26031,200,385
26032,200,387
26033,200,388
26034,200,390
26035,200,394
26036,200,395
26037,200,398
26038,200,401
26039,200,405
26040,200,406
26041,200,406
26042,200,408
26043,200,411
26044,200,416
26045,200,418
26046,200,419
26047,200,422
26048,200,426
26049,200,424
26050,200,426
26051,200,425
26052,200,426
26053,200,428
26054,200,430
26055,200,429
26056,200,428
26057,200,432
26058,200,433
26059,200,433
26060,200,434
26061,200,436
26062,200,435
26063,200,436
26064,200,436
26065,200,437
26066,200,440
26067,200,440
26068,200,439
26069,200,443
26070,200,445
26071,200,443
26072,200,443
26073,200,447
26074,200,449
26075,200,451
26076,200,453
26077,200,454
26078,200,457
26079,200,461
26080,200,456
26081,200,464
26082,200,464
26083,200,463
26084,200,456
26085,200,458
26086,200,454
26087,200,452
26088,200,465
26089,200,465
26090,200,472
26091,200,487
26092,200,479
26093,200,487
26094,200,492
26095,200,496
26096,200,495
26097,200,495
26098,200,497
26099,200,499
26100,200,498
26101,200,500
26102,200,495
26103,200,495
26104,200,495
26105,200,496
26106,200,495
26107,200,495
26108,200,494
26109,200,491
26110,200,490
26111,200,488
26112,200,490
26113,200,492
26114,200,490
26115,200,488
26116,200,490
26117,200,490
26118,200,486
26119,200,487
26120,200,488
26121,200,492
26122,200,489
26123,200,493
26124,200,497
26125,200,500
26126,200,502
26127,200,504
26128,200,502
26129,200,507
26130,200,506
26131,200,509
26132,200,513
26133,200,511
26134,200,513
26135,200,513
26136,200,513
26137,200,515
26138,200,520
26139,200,521
26140,200,522
26141,200,523
26142,200,524
26143,200,528
26144,200,528
26145,200,529
26146,200,525
26147,200,527
26148,200,533
26149,200,532
26150,200,530
26151,200,535
26152,200,533
26153,200,530
26154,200,535
26155,200,534
26156,200,535
26157,200,535
26158,200,534
26159,200,533
26160,200,533
26161,200,531
26162,200,535
26163,200,535
26164,200,533
26165,200,534
26166,200,531
26167,200,529
26168,200,533
26169,200,534
26170,200,529
26171,200,530
26172,200,530
26173,200,531
26174,200,534
26175,200,528
26176,200,530
26177,200,530
26178,200,530
26179,200,529
26180,200,525
26181,200,527
26182,200,525
26183,200,522
26184,200,520
26185,200,524
26186,200,520
26187,200,521
26188,200,515
26189,200,515
26190,200,513
26191,200,514
26192,200,507
26193,200,500
26194,200,495
26195,200,491
26196,200,486
26197,200,483
26198,200,474
26199,200,470
26200,200,465
26201,200,460
26202,200,456
26203,200,453
26204,200,446
26205,200,440
26206,200,434
26207,200,431
26208,200,427
26209,200,423
26210,200,418
26211,200,414
26212,200,410
26213,200,406
26214,200,400
26215,200,397
26216,200,395
26217,200,396
26218,200,397
26219,200,398
26220,200,398
26221,200,401
26222,200,401
26223,200,401
26224,200,403
26225,200,401
26226,200,403
26227,200,404
26228,200,405
26229,200,404
26230,200,404
26231,200,405
26232,200,406
26233,200,406
26234,200,404
26235,200,403
26236,200,406
26237,200,406
26238,200,406
26239,200,406
26240,200,408
26241,200,410
26242,200,411
26243,200,415
26244,200,417
26245,200,418
26246,200,419
26247,200,422
26248,200,422
26249,200,425
26250,200,426
26251,200,427
26252,200,427
26253,200,431
26254,200,431
26255,200,433
26256,200,434
26257,200,437
26258,200,436
26259,200,439
26260,200,437
26261,200,442
26262,200,445
26263,200,446
26264,200,446
26265,200,449
26266,200,446
26267,200,447
26268,200,449
26269,200,448
26270,200,450
26271,200,447
26272,200,447
26273,200,448
26274,200,446
26275,200,445
26276,200,448
26277,200,443
26278,200,445
26279,200,445
26280,200,445
26281,200,379
26282,200,378
26283,200,379
26284,200,378
26285,200,377
26286,200,378
26287,200,377
26288,200,379
26289,200,383
26290,200,387
26291,200,389
26292,200,392
26293,200,396
26294,200,401
26295,200,401
26296,200,405
26297,200,410
26298,200,413
26299,200,413
26300,200,418
26301,200,419
26302,200,422
26303,200,425
26304,200,428
26305,200,430
26306,200,434
26307,200,439
26308,200,441
26309,200,444
26310,200,448
26311,200,451
26312,200,454
26313,200,453
26314,200,453
26315,200,456
26316,200,456
26317,200,458
26318,200,460
26319,200,459
26320,200,461
26321,200,461
26322,200,464
26323,200,462
26324,200,463
26325,200,464
26326,200,467
26327,200,465
26328,200,468
26329,200,467
26330,200,466
26331,200,469
26332,200,468
26333,200,466
26334,200,468
26335,200,470
26336,200,468
26337,200,463
26338,200,461
26339,200,458
26340,200,455
26341,200,454
26342,200,452
26343,200,446
26344,200,444
26345,200,440
26346,200,437
26347,200,434
26348,200,432
26349,200,430
26350,200,426
26351,200,422
26352,200,420
26353,200,416
26354,200,416
26355,200,411
26356,200,409
26357,200,407
26358,200,405
26359,200,401
26360,200,398
26361,200,400
26362,200,398
26363,200,396
26364,200,395
26365,200,396
26366,200,392
26367,200,390
26368,200,388
26369,200,389
26370,200,387
26371,200,385
26372,200,384
26373,200,384
26374,200,380
26375,200,381
26376,200,379
26377,200,376
26378,200,374
26379,200,374
26380,200,373
26381,200,371
26382,200,370
26383,200,368
26384,200,365
26385,200,361
26386,200,358
26387,200,353
26388,200,350
26389,200,345
26390,200,344
26391,200,339
26392,200,337
26393,200,332
26394,200,328
26395,200,325
26396,200,322
26397,200,318
26398,200,315
26399,200,312
26400,200,310
26401,200,307
26402,200,303
26403,200,300
26404,200,297
26405,200,295
26406,200,293
26407,200,290
26408,200,288
26409,200,288
26410,200,286
26411,200,285
26412,200,284
26413,200,284
26414,200,283
26415,200,280
26416,200,279
26417,200,278
26418,200,276
26419,200,274
26420,200,272
26421,200,264
26422,200,260
26423,200,259
26424,200,259
26425,200,253
26426,200,260
26427,200,261
26428,200,263
26429,200,264
26430,200,266
26431,200,264
26432,200,267
26433,200,269
26434,200,270
26435,200,271
26436,200,273
26437,200,275
26438,200,277
26439,200,280
26440,200,281
26441,200,282
26442,200,284
26443,200,286
26444,200,287
26445,200,289
26446,200,291
26447,200,293
26448,200,294
26449,200,296
26450,200,299
26451,200,301
26452,200,303
26453,200,305
26454,200,306
26455,200,309
26456,200,312
26457,200,313
26458,200,317
26459,200,319
26460,200,321
26461,200,323
26462,200,326
26463,200,327
26464,200,328
26465,200,331
26466,200,335
26467,200,337
26468,200,339
26469,200,341
26470,200,343
26471,200,347
26472,200,350
26473,200,353
26474,200,355
26475,200,357
26476,200,360
26477,200,362
26478,200,366
26479,200,365
26480,200,369
26481,200,369
26482,200,369
26483,200,371
26484,200,371
26485,200,375
26486,200,375
26487,200,377
26488,200,378
26489,200,379
26490,200,378
26491,200,380
26492,200,381
26493,200,382
26494,200,385
26495,200,385
26496,200,387
26497,200,389
26498,200,389
26499,200,389
26500,200,388
26501,200,382
26502,200,391
26503,200,394
26504,200,396
26505,200,399
26506,200,399
26507,200,401
26508,200,400
26509,200,404
26510,200,405
26511,200,409
26512,200,410
26513,200,410
26514,200,413
26515,200,412
26516,200,414
26517,200,415
26518,200,416
26519,200,420
26520,200,421
26521,200,424
26522,200,424
26523,200,425
26524,200,428
26525,200,429
26526,200,428
26527,200,433
26528,200,429
26529,200,427
26530,200,427
26531,200,424
26532,200,422
26533,200,422
26534,200,420
26535,200,416
26536,200,415
26537,200,415
26538,200,413
26539,200,412
26540,200,408
26541,200,407
26542,200,404
26543,200,404
26544,200,403
26545,200,403
26546,200,400
26547,200,398
26548,200,395
26549,200,394
26550,200,392
26551,200,389
26552,200,392
26553,200,393
26554,200,393
26555,200,394
26556,200,396
26557,200,398
26558,200,400
26559,200,402
26560,200,403
26561,200,402
26562,200,403
26563,200,405
26564,200,406
26565,200,407
26566,200,408
26567,200,410
26568,200,412
26569,200,412
26570,200,414
26571,200,413
26572,200,414
26573,200,417
26574,200,420
26575,200,418
26576,200,418
26577,200,418
26578,200,422
26579,200,421
26580,200,420
26581,200,422
26582,200,420
26583,200,420
26584,200,422
26585,200,422
26586,200,422
26587,200,423
26588,200,422
26589,200,422
26590,200,421
26591,200,423
26592,200,420
26593,200,420
26594,200,420
26595,200,418
26596,200,422
26597,200,423
26598,200,422
26599,200,421
26600,200,423
26601,200,424
26602,200,422
26603,200,423
26604,200,423
26605,200,421
26606,200,420
26607,200,424
26608,200,419
26609,200,419
26610,200,418
26611,200,415
26612,200,414
26613,200,416
26614,200,413
26615,200,412
26616,200,414
26617,200,411
26618,200,412
26619,200,409
26620,200,407
26621,200,406
26622,200,405
26623,200,407
26624,200,407
26625,200,408
26626,200,408
26627,200,408
26628,200,410
26629,200,408
26630,200,408
26631,200,408
26632,200,405
26633,200,408
26634,200,405
26635,200,407
26636,200,407
26637,200,403
26638,200,405
26639,200,404
26640,200,404
26641,200,404
26642,200,403
26643,200,403
26644,200,404
26645,200,404
26646,200,403
26647,200,403
26648,200,402
26649,200,404
26650,200,403
26651,200,405
26652,200,404
26653,200,404
26654,200,407
26655,200,406
26656,200,407
26657,200,407
26658,200,406
26659,200,409
26660,200,407
26661,200,407
26662,200,408
26663,200,409
26664,200,408
26665,200,407
26666,200,407
26667,200,409
26668,200,410
26669,200,409
26670,200,408
26671,200,410
26672,200,409
26673,200,407
26674,200,403
26675,200,401
26676,200,399
26677,200,398
26678,200,394
26679,200,393
26680,200,391
26681,200,387
26682,200,384
26683,200,380
26684,200,378
26685,200,375
26686,200,374
26687,200,371
26688,200,368
26689,200,368
26690,200,364
26691,200,363
26692,200,362
26693,200,358
26694,200,356
26695,200,353
26696,200,354
26697,200,357
26698,200,358
26699,200,361
26700,200,363
26701,200,367
26702,200,367
26703,200,368
26704,200,369
26705,200,369
26706,200,371
26707,200,373
26708,200,373
26709,200,376
26710,200,379
26711,200,377
26712,200,380
26713,200,380
26714,200,383
26715,200,385
26716,200,385
26717,200,386
26718,200,387
26719,200,389
26720,200,390
26721,200,394
26722,200,395
26723,200,397
26724,200,399
26725,200,403
26726,200,404
26727,200,407
26728,200,406
26729,200,410
26730,200,406
26731,200,411
26732,200,409
26733,200,409
26734,200,411
26735,200,413
26736,200,414
26737,200,416
26738,200,415
26739,200,418
26740,200,421
26741,200,421
26742,200,423
26743,200,421
26744,200,424
26745,200,427
26746,200,425
26747,200,429
26748,200,431
26749,200,431
26750,200,428
26751,200,430
26752,200,432
26753,200,433
26754,200,432
26755,200,432
26756,200,434
26757,200,435
26758,200,435
26759,200,435
26760,200,438
26761,200,439
26762,200,436
26763,200,439
26764,200,439
26765,200,441
26766,200,441
26767,200,441
26768,200,442
26769,200,442
26770,200,445
26771,200,443
26772,200,445
26773,200,445
26774,200,447
26775,200,448
26776,200,450
26777,200,448
26778,200,451
26779,200,449
26780,200,450
26781,200,454
26782,200,453
26783,200,453
26784,200,455
26785,200,454
26786,200,455
26787,200,457
26788,200,458
26789,200,456
26790,200,455
26791,200,456
26792,200,453
26793,200,452
26794,200,449
26795,200,449
26796,200,447
26797,200,444
26798,200,442
26799,200,439
26800,200,438
26801,200,434
26802,200,434
26803,200,429
26804,200,426
26805,200,426
26806,200,425
26807,200,422
26808,200,419
26809,200,416
26810,200,415
26811,200,413
26812,200,409
26813,200,410
26814,200,407
26815,200,405
26816,200,406
26817,200,410
26818,200,414
26819,200,420
26820,200,422
26821,200,426
26822,200,426
26823,200,428
26824,200,431
26825,200,435
26826,200,436
26827,200,440
26828,200,445
26829,200,447
26830,200,450
26831,200,451
26832,200,456
26833,200,461
26834,200,462
26835,200,469
26836,200,470
26837,200,473
26838,200,477
26839,200,479
26840,200,486
26841,200,490
26842,200,499
26843,200,502
26844,200,511
26845,200,517
26846,200,521
26847,200,527
26848,200,531
26849,200,537
26850,200,545
26851,200,553
26852,200,556
26853,200,565
26854,200,570
26855,200,573
26856,200,584
26857,200,585
26858,200,595
26859,200,597
26860,200,604
26861,200,614
26862,200,620
26863,200,626
26864,200,627
26865,200,619
26866,200,617
26867,200,613
26868,200,611
26869,200,609
26870,200,605
26871,200,601
26872,200,593
26873,200,587
26874,200,580
26875,200,573
26876,200,568
26877,200,563
26878,200,557
26879,200,554
26880,200,549
26881,200,544
26882,200,537
26883,200,529
26884,200,527
26885,200,523
26886,200,515
26887,200,514
26888,200,511
26889,200,506
26890,200,505
26891,200,501
26892,200,500
26893,200,504
26894,200,499
26895,200,497
26896,200,492
26897,200,487
26898,200,481
26899,200,474
26900,200,469
26901,200,467
26902,200,464
26903,200,460
26904,200,456
26905,200,455
26906,200,452
26907,200,446
26908,200,443
26909,200,445
26910,200,441
26911,200,438
26912,200,437
26913,200,439
26914,200,441
26915,200,443
26916,200,446
26917,200,446
26918,200,450
26919,200,450
26920,200,453
26921,200,455
26922,200,454
26923,200,455
26924,200,461
26925,200,462
26926,200,462
26927,200,465
26928,200,467
26929,200,466
26930,200,469
26931,200,472
26932,200,473
26933,200,474
26934,200,477
26935,200,477
26936,200,479
26937,200,479
26938,200,479
26939,200,483
26940,200,479
26941,200,485
26942,200,482
26943,200,483
26944,200,481
26945,200,484
26946,200,483
26947,200,486
26948,200,483
26949,200,484
26950,200,485
26951,200,480
26952,200,473
26953,200,480
26954,200,483
26955,200,482
26956,200,463
26957,200,482
26958,200,484
26959,200,487
26960,200,485
26961,200,481
26962,200,486
26963,200,482
26964,200,480
26965,200,481
26966,200,480
26967,200,478
26968,200,475
26969,200,470
26970,200,463
26971,200,461
26972,200,457
26973,200,457
26974,200,453
26975,200,455
26976,200,451
26977,200,451
26978,200,447
26979,200,446
26980,200,444
26981,200,439
26982,200,437
26983,200,434
26984,200,433
26985,200,432
26986,200,429
26987,200,428
26988,200,427
26989,200,426
26990,200,428
26991,200,424
26992,200,423
26993,200,421
26994,200,419
26995,200,415
26996,200,412
26997,200,409
26998,200,407
26999,200,407
27000,200,403
27001,200,404
27002,200,402
27003,200,399
27004,200,399
27005,200,396
27006,200,394
27007,200,393
27008,200,390
27009,200,390
27010,200,388
27011,200,388
27012,200,387
27013,200,387
27014,200,387
27015,200,384
27016,200,385
27017,200,383
27018,200,382
27019,200,381
27020,200,382
27021,200,380
27022,200,380
27023,200,377
27024,200,377
27025,200,381
27026,200,377
27027,200,372
27028,200,364
27029,200,368
27030,200,376
27031,200,374
27032,200,372
27033,200,371
27034,200,369
27035,200,367
27036,200,366
27037,200,363
27038,200,361
27039,200,357
27040,200,356
27041,200,354
27042,200,351
27043,200,351
27044,200,348
27045,200,347
27046,200,344
27047,200,344
27048,200,342
27049,200,338
27050,200,336
27051,200,335
27052,200,332
27053,200,331
27054,200,329
27055,200,326
27056,200,321
27057,200,320
27058,200,315
27059,200,314
27060,200,309
27061,200,306
27062,200,305
27063,200,299
27064,200,296
27065,200,293
27066,200,289
27067,200,286
27068,200,282
27069,200,279
27070,200,276
27071,200,272
27072,200,270
27073,200,267
27074,200,265
27075,200,263
27076,200,261
27077,200,258
27078,200,256
27079,200,252
27080,200,255
27081,200,256
27082,200,260
27083,200,261
27084,200,264
27085,200,266
27086,200,267
27087,200,270
27088,200,272
27089,200,274
27090,200,276
27091,200,279
27092,200,281
27093,200,283
27094,200,287
27095,200,289
27096,200,293
27097,200,296
27098,200,299
27099,200,302
27100,200,306
27101,200,302
27102,200,309
27103,200,314
27104,200,317
27105,200,318
27106,200,320
27107,200,323
27108,200,326
27109,200,329
27110,200,330
27111,200,332
27112,200,332
27113,200,333
27114,200,333
27115,200,333
27116,200,333
27117,200,335
27118,200,334
27119,200,334
27120,200,337
27121,200,337
27122,200,339
27123,200,342
27124,200,344
27125,200,344
27126,200,346
27127,200,347
27128,200,348
27129,200,352
27130,200,352
27131,200,355
27132,200,356
27133,200,357
27134,200,356
27135,200,358
27136,200,360
27137,200,358
27138,200,361
27139,200,361
27140,200,362
27141,200,362
27142,200,365
27143,200,366
27144,200,366
27145,200,368
27146,200,371
27147,200,371
27148,200,373
27149,200,373
27150,200,372
27151,200,375
27152,200,373
27153,200,375
27154,200,376
27155,200,378
27156,200,375
27157,200,377
27158,200,377
27159,200,378
27160,200,376
27161,200,371
27162,200,369
27163,200,368
27164,200,365
27165,200,364
27166,200,362
27167,200,362
27168,200,361
27169,200,358
27170,200,358
27171,200,357
27172,200,356
27173,200,355
27174,200,354
27175,200,352
27176,200,353
27177,200,353
27178,200,352
27179,200,355
27180,200,354
27181,200,354
27182,200,354
27183,200,353
27184,200,352
27185,200,349
27186,200,350
27187,200,348
27188,200,348
27189,200,347
27190,200,346
27191,200,346
27192,200,346
27193,200,345
27194,200,346
27195,200,346
27196,200,344
27197,200,345
27198,200,345
27199,200,343
27200,200,344
27201,200,345
27202,200,345
27203,200,348
27204,200,350
27205,200,351
27206,200,350
27207,200,352
27208,200,351
27209,200,350
27210,200,351
27211,200,350
27212,200,351
27213,200,353
27214,200,352
27215,200,353
27216,200,355
27217,200,356
27218,200,357
27219,200,356
27220,200,357
27221,200,357
27222,200,356
27223,200,358
27224,200,357
27225,200,358
27226,200,356
27227,200,358
27228,200,357
27229,200,356
27230,200,356
27231,200,355
27232,200,353
27233,200,352
27234,200,347
27235,200,345
27236,200,346
27237,200,342
27238,200,343
27239,200,340
27240,200,337
27241,200,336
27242,200,335
27243,200,335
27244,200,333
27245,200,331
27246,200,331
27247,200,327
27248,200,331
27249,200,333
27250,200,333
27251,200,336
27252,200,339
27253,200,338
27254,200,341
27255,200,343
27256,200,344
27257,200,344
27258,200,345
27259,200,346
27260,200,347
27261,200,347
27262,200,349
27263,200,350
27264,200,351
27265,200,355
27266,200,354
27267,200,356
27268,200,357
27269,200,358
27270,200,359
27271,200,360
27272,200,365
27273,200,368
27274,200,372
27275,200,374
27276,200,378
27277,200,378
27278,200,383
27279,200,386
27280,200,388
27281,200,390
27282,200,393
27283,200,395
27284,200,397
27285,200,402
27286,200,401
27287,200,409
27288,200,410
27289,200,414
27290,200,418
27291,200,421
27292,200,425
27293,200,426
27294,200,430
27295,200,429
27296,200,428
27297,200,430
27298,200,430
27299,200,431
27300,200,429
27301,200,430
27302,200,431
27303,200,427
27304,200,427
27305,200,419
27306,200,419
27307,200,415
27308,200,412
27309,200,412
27310,200,407
27311,200,404
27312,200,404
27313,200,401
27314,200,402
27315,200,400
27316,200,397
27317,200,396
27318,200,392
27319,200,392
27320,200,392
27321,200,394
27322,200,396
27323,200,397
27324,200,398
27325,200,401
27326,200,402
27327,200,405
27328,200,404
27329,200,404
27330,200,404
27331,200,405
27332,200,404
27333,200,405
27334,200,406
27335,200,405
27336,200,408
27337,200,406
27338,200,407
27339,200,408
27340,200,409
27341,200,411
27342,200,411
27343,200,414
27344,200,412
27345,200,410
27346,200,411
27347,200,411
27348,200,411
27349,200,413
27350,200,410
27351,200,407
27352,200,406
27353,200,399
27354,200,398
27355,200,393
27356,200,390
27357,200,391
27358,200,388
27359,200,385
27360,200,383
27361,200,379
27362,200,377
27363,200,374
27364,200,373
27365,200,373
27366,200,371
27367,200,370
27368,200,370
27369,200,373
27370,200,375
27371,200,378
27372,200,381
27373,200,384
27374,200,382
27375,200,385
27376,200,389
27377,200,388
27378,200,391
27379,200,391
27380,200,391
27381,200,394
27382,200,394
27383,200,395
27384,200,397
27385,200,397
27386,200,402
27387,200,403
27388,200,405
27389,200,404
27390,200,405
27391,200,408
27392,200,411
27393,200,413
27394,200,417
27395,200,419
27396,200,423
27397,200,426
27398,200,426
27399,200,431
27400,200,434
27401,200,435
27402,200,437
27403,200,439
27404,200,442
27405,200,446
27406,200,448
27407,200,450
27408,200,452
27409,200,455
27410,200,458
27411,200,464
27412,200,465
27413,200,465
27414,200,470
27415,200,475
27416,200,475
27417,200,475
27418,200,479
27419,200,478
27420,200,481
27421,200,482
27422,200,486
27423,200,486
27424,200,489
27425,200,486
27426,200,487
27427,200,488
27428,200,491
27429,200,492
27430,200,491
27431,200,490
27432,200,491
27433,200,491
27434,200,495
27435,200,495
27436,200,496
27437,200,498
27438,200,501
27439,200,501
27440,200,495
27441,200,492
27442,200,492
27443,200,491
27444,200,492
27445,200,491
27446,200,489
27447,200,487
27448,200,485
27449,200,477
27450,200,473
27451,200,468
27452,200,465
27453,200,461
27454,200,458
27455,200,453
27456,200,451
27457,200,447
27458,200,443
27459,200,441
27460,200,437
27461,200,437
27462,200,434
27463,200,431
27464,200,435
27465,200,438
27466,200,439
27467,200,445
27468,200,449
27469,200,455
27470,200,456
27471,200,460
27472,200,462
27473,200,462
27474,200,463
27475,200,465
27476,200,464
27477,200,466
27478,200,465
27479,200,468
27480,200,471
27481,200,473
27482,200,475
27483,200,480
27484,200,481
27485,200,486
27486,200,485
27487,200,486
27488,200,491
27489,200,496
27490,200,503
27491,200,509
27492,200,514
27493,200,519
27494,200,525
27495,200,532
27496,200,535
27497,200,538
27498,200,539
27499,200,542
27500,200,550
27501,200,547
27502,200,551
27503,200,553
27504,200,557
27505,200,556
27506,200,559
27507,200,568
27508,200,570
27509,200,574
27510,200,582
27511,200,584
27512,200,584
27513,200,592
27514,200,595
27515,200,593
27516,200,599
27517,200,601
27518,200,607
27519,200,601
27520,200,600
27521,200,591
27522,200,589
27523,200,580
27524,200,573
27525,200,573
27526,200,567
27527,200,564
27528,200,564
27529,200,561
27530,200,559
27531,200,563
27532,200,564
27533,200,553
27534,200,550
27535,200,552
27536,200,553
27537,200,550
27538,200,553
27539,200,557
27540,200,560
27541,200,561
27542,200,560
27543,200,562
27544,200,558
27545,200,559
27546,200,551
27547,200,549
27548,200,549
27549,200,545
27550,200,539
27551,200,540
27552,200,536
27553,200,535
27554,200,535
27555,200,530
27556,200,529
27557,200,524
27558,200,526
27559,200,524
27560,200,527
27561,200,531
27562,200,537
27563,200,545
27564,200,546
27565,200,552
27566,200,554
27567,200,554
27568,200,554
27569,200,558
27570,200,555
27571,200,564
27572,200,561
27573,200,565
27574,200,568
27575,200,572
27576,200,573
27577,200,575
27578,200,578
27579,200,579
27580,200,581
27581,200,579
27582,200,583
27583,200,589
27584,200,584
27585,200,584
27586,200,583
27587,200,585
27588,200,588
27589,200,586
27590,200,579
27591,200,582
27592,200,576
27593,200,573
27594,200,570
27595,200,563
27596,200,564
27597,200,562
27598,200,555
27599,200,556
27600,200,553
27601,200,552
27602,200,549
27603,200,548
27604,200,543
27605,200,544
27606,200,542
27607,200,539
27608,200,538
27609,200,542
27610,200,542
27611,200,543
27612,200,547
27613,200,552
27614,200,549
27615,200,549
27616,200,546
27617,200,547
27618,200,540
27619,200,538
27620,200,538
27621,200,535
27622,200,534
27623,200,534
27624,200,530
27625,200,531
27626,200,528
27627,200,530
27628,200,533
27629,200,526
27630,200,527
27631,200,526
27632,200,527
27633,200,528
27634,200,532
27635,200,537
27636,200,540
27637,200,545
27638,200,544
27639,200,548
27640,200,554
27641,200,550
27642,200,550
27643,200,556
27644,200,553
27645,200,552
27646,200,552
27647,200,554
27648,200,558
27649,200,555
27650,200,559
27651,200,561
27652,200,561
27653,200,560
27654,200,564
27655,200,564
27656,200,567
